bbox,author,author_id,img_name,weight,cluster,category,sam_conf
"[0, 1418, 448, 1816]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[0, 1837, 455, 2160]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[193, 522, 843, 1125]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[1225, 0, 1812, 680]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[2374, 46, 2902, 620]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[2035, 386, 2548, 879]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[286, 5, 804, 311]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[533, 0, 1244, 321]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[3162, 0, 3747, 291]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[1002, 863, 1471, 1529]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[1841, 1134, 2522, 1805]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[1046, 1626, 1437, 2037]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[2412, 1672, 3271, 2160]",dev,2,%5B22976_20897%5D%5B23199_21156%5D%5B4%5D%5B0.25%5D.jpg,,,其他正常细胞,
"[1773, 964, 2076, 1189]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[1288, 145, 1811, 667]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2091, 616, 2736, 1208]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2324, 1152, 2871, 1722]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2724, 593, 3724, 1267]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2864, 1254, 3217, 1643]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[1245, 1484, 2251, 2028]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[1306, 1174, 2080, 1490]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[136, 1015, 888, 1502]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2749, 1144, 3006, 1524]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[376, 3, 987, 412]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[3381, 291, 3835, 750]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2739, 1733, 3432, 2160]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,ASC-US,
"[3378, 1802, 3840, 2160]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2918, 26, 3363, 479]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[6, 449, 692, 977]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[1421, 405, 1937, 977]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[223, 1541, 474, 2041]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2114, 1597, 2423, 2010]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[1952, 0, 2500, 237]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2482, 0, 2721, 331]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[512, 1315, 1222, 2006]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[767, 66, 1175, 581]",dev,2,%5B4933_18467%5D%5B5096_18582%5D%5B0%5D%5B0.2639999985694885%5D.jpg,,,其他正常细胞,
"[2713, 773, 3384, 1474]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,其他正常细胞,
"[2203, 427, 2961, 1073]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,其他正常细胞,
"[2520, 0, 3215, 667]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,其他正常细胞,
"[1023, 108, 1673, 766]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,其他正常细胞,
"[604, 152, 1271, 798]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,其他正常细胞,
"[2184, 1078, 2556, 1654]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,其他正常细胞,
"[1754, 423, 2171, 686]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,宫颈管细胞,
"[2027, 712, 2226, 848]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,宫颈管细胞,
"[1730, 764, 2051, 980]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,宫颈管细胞,
"[2020, 972, 2177, 1159]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,宫颈管细胞,
"[2015, 1267, 2169, 1466]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,宫颈管细胞,
"[1916, 1208, 2058, 1367]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,宫颈管细胞,
"[1782, 969, 1986, 1229]",dev,2,%5B20871_56555%5D%5B21197_56901%5D%5B0%5D%5B0.2709999978542328%5D.jpg,,,宫颈管细胞,
"[1530, 806, 2317, 1397]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,ASC-US,
"[820, 1772, 1444, 2160]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[1420, 1520, 1929, 1920]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[1161, 818, 1618, 1389]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[284, 897, 635, 1363]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[2323, 587, 2807, 997]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[2617, 1198, 3135, 1636]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[2284, 1508, 2775, 1974]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[1964, 1453, 2329, 1937]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[2707, 1817, 3134, 2160]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[3261, 1788, 3681, 2160]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[1955, 317, 2540, 738]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[2922, 0, 3421, 557]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[3250, 707, 3716, 1359]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[634, 745, 1183, 1252]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[819, 1405, 1403, 1858]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[0, 1463, 519, 2074]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[1505, 271, 2152, 971]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[2142, 750, 2542, 1243]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[1767, 10, 2493, 365]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[154, 1057, 382, 1272]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,深染细胞团,
"[2790, 571, 3506, 1391]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,细菌性阴道病,
"[753, 967, 1257, 1438]",dev,2,%5B21821_30908%5D%5B22115_31163%5D%5B0%5D%5B0.41200000047683716%5D.jpg,,,其他正常细胞,
"[0, 1786, 387, 2160]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[1842, 949, 1969, 1069]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[1733, 1047, 1847, 1181]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[3048, 1899, 3645, 2160]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[0, 399, 321, 867]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[1900, 1038, 2116, 1208]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,宫颈管细胞,
"[1064, 1842, 1233, 1998]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[247, 0, 917, 234]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[2469, 0, 2978, 206]",dev,2,%5B51209_45644%5D%5B51389_45778%5D%5B2%5D%5B0.22100000083446503%5D.jpg,,,其他正常细胞,
"[2622, 93, 3145, 558]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[3139, 430, 3629, 948]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[2720, 1435, 3356, 2006]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[3234, 1577, 3674, 2022]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[2528, 1773, 3072, 2160]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[685, 865, 1258, 1395]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[1153, 1422, 1724, 2160]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[0, 1351, 558, 1956]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[214, 172, 860, 793]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[3053, 782, 3742, 1242]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[1668, 1760, 2199, 2160]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[1148, 429, 2006, 1212]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,宫颈管细胞,
"[1976, 478, 2672, 1211]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,宫颈管细胞,
"[1810, 1198, 2635, 1717]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,宫颈管细胞,
"[3684, 1556, 3840, 2147]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[3522, 1129, 3840, 1435]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[350, 1135, 880, 1837]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[696, 1869, 1177, 2160]",dev,2,%5B23949_29443%5D%5B24571_29962%5D%5B4%5D%5B0.37400001287460327%5D.jpg,,,其他正常细胞,
"[1744, 964, 1963, 1193]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[1967, 996, 2111, 1192]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[2358, 276, 2540, 400]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[2253, 401, 2974, 1194]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[252, 334, 414, 581]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[0, 0, 1015, 445]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,其他正常细胞,
"[1009, 1198, 1154, 1361]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,不明分类,
"[906, 1759, 1039, 1901]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,不明分类,
"[2650, 268, 2758, 396]",dev,2,%5B54205_40041%5D%5B54384_40163%5D%5B0%5D%5B0.2460000067949295%5D.jpg,,,不明分类,
"[1550, 785, 2308, 1344]",dev,2,%5B51800_45118%5D%5B52147_45339%5D%5B2%5D%5B0.26600000262260437%5D.jpg,,,深染细胞团,
"[683, 716, 1357, 1454]",dev,2,%5B51800_45118%5D%5B52147_45339%5D%5B2%5D%5B0.26600000262260437%5D.jpg,,,其他正常细胞,
"[1724, 1174, 1819, 1347]",dev,2,%5B51800_45118%5D%5B52147_45339%5D%5B2%5D%5B0.26600000262260437%5D.jpg,,,宫颈管细胞,
"[1672, 592, 2199, 1216]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,宫颈管细胞,
"[1715, 1207, 2108, 1545]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,宫颈管细胞,
"[170, 41, 631, 698]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[305, 554, 854, 1049]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[156, 873, 553, 1397]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[890, 796, 1452, 1123]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[2325, 6, 2662, 513]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[2676, 19, 3151, 538]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[2252, 1278, 2772, 1755]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[1016, 1866, 1403, 2160]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[2968, 1328, 3599, 1829]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[2722, 505, 3253, 903]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[3025, 796, 3597, 1343]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[3327, 368, 3840, 930]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[369, 1529, 914, 1976]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,其他正常细胞,
"[2146, 772, 2427, 1265]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,ASC-US,
"[1924, 217, 2417, 667]",dev,2,%5B7527_35553%5D%5B7782_35927%5D%5B4%5D%5B0.24300000071525574%5D.jpg,,,糖原溶解细胞,
"[1829, 981, 1998, 1177]",dev,2,%5B49267_49658%5D%5B49353_49746%5D%5B2%5D%5B0.2290000021457672%5D.jpg,,,其他正常细胞,
"[2432, 938, 2566, 1027]",dev,2,%5B49267_49658%5D%5B49353_49746%5D%5B2%5D%5B0.2290000021457672%5D.jpg,,,其他正常细胞,
"[720, 0, 1119, 173]",dev,2,%5B49267_49658%5D%5B49353_49746%5D%5B2%5D%5B0.2290000021457672%5D.jpg,,,其他正常细胞,
"[0, 1348, 68, 1504]",dev,2,%5B49267_49658%5D%5B49353_49746%5D%5B2%5D%5B0.2290000021457672%5D.jpg,,,不明分类,
"[743, 501, 963, 656]",dev,2,%5B49267_49658%5D%5B49353_49746%5D%5B2%5D%5B0.2290000021457672%5D.jpg,,,其他正常细胞,
"[1910, 0, 2051, 144]",dev,2,%5B49267_49658%5D%5B49353_49746%5D%5B2%5D%5B0.2290000021457672%5D.jpg,,,不明分类,
"[2828, 813, 3131, 1214]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[2631, 831, 2967, 1442]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[1302, 742, 2547, 1490]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[3241, 123, 3840, 555]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[785, 114, 1504, 688]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[484, 626, 962, 1312]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[646, 1560, 1198, 2137]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[2633, 1370, 3689, 2160]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[1820, 1645, 2187, 2160]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[1195, 1348, 1950, 1766]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[0, 1748, 359, 2156]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[193, 975, 689, 1581]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[160, 1389, 638, 1847]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[1757, 701, 2346, 958]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[1246, 819, 1570, 1292]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[3135, 155, 3294, 319]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,化生细胞,
"[2588, 148, 3077, 783]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[0, 83, 493, 740]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[1882, 0, 2382, 722]",dev,2,%5B21342_33665%5D%5B21820_33976%5D%5B0%5D%5B0.28299999237060547%5D.jpg,,,其他正常细胞,
"[1698, 733, 2186, 1403]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,ASC-US,
"[2201, 1434, 2677, 1846]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[2480, 880, 2906, 1404]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[1816, 64, 2473, 670]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[2407, 257, 3105, 810]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[2824, 770, 3460, 1276]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[487, 842, 981, 1491]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[731, 1457, 1271, 2030]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[1837, 1681, 2357, 2160]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[3277, 1872, 3840, 2160]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[3364, 800, 3840, 1395]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[2119, 717, 2601, 1349]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[1043, 224, 1771, 815]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[0, 1153, 418, 1808]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[155, 0, 604, 437]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[3031, 0, 3538, 516]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[0, 246, 397, 853]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[2929, 4, 3200, 633]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[3267, 343, 3810, 761]",dev,2,%5B28555_31526%5D%5B28778_31805%5D%5B0%5D%5B0.4390000104904175%5D.jpg,,,其他正常细胞,
"[1552, 779, 2321, 1434]",dev,2,%5B52567_37173%5D%5B52881_37438%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,化生细胞,
"[94, 0, 934, 645]",dev,2,%5B52567_37173%5D%5B52881_37438%5D%5B0%5D%5B0.296999990940094%5D.jpg,,,其他正常细胞,
